Call_ID,Transcript_Text,Category,Keywords_Found,asks_for_otp,asks_for_email_password,asks_to_click_link,asks_remote_access,uses_urgency,claims_authority,has_email,has_otp_like_number,Label
C189,"Your bank account will be suspended. To reactivate it, please share the 6-digit code we just sent.",Banking_Fraud,"account suspended,otp",1,0,0,0,1,1,0,0,1
C190,I am from the gas agency. Your subsidy is pending. Please share details to credit it to your account.,Social_Engineering,subsidy,0,0,0,0,0,1,0,0,1
C191,"To cancel a fraudulent UPI transaction of Rs. 10,000, please approve the reversal request we have sent.",UPI_Payment_Scam,"upi,rs,refund",0,0,1,0,1,1,0,0,1
C192,There's a disconnection notice for your electricity bill. Pay within one hour to avoid power cut.,Threat_Legal,urgent,0,0,0,0,1,1,0,0,1
C193,Your food order is on its way. Our delivery partner will reach your location in 15 minutes.,Legit_Call,order,0,0,0,0,0,0,0,0,0
C194,"Sir, your PC is infected. Let me take remote access via AnyDesk to remove the viruses for you.",Tech_Support_Scam,"virus,remote access,anydesk",0,0,0,1,0,1,0,0,1
C195,"Get a pre-approved loan of Rs. 50,000 instantly. Just click on this link and fill in your details.",Loan_Credit_Scam,"loan approved,rs,click link",0,0,1,0,0,0,0,0,1
C196,Aapne ek lottery jeeti hai. Tax amount pay karne ke baad aapko poora paisa mil jayega.,Prize_Lottery_Scam,"won,lottery",0,0,0,0,0,0,0,0,1
C197,"Your account was debited for Rs. 500 for your online purchase. Your available balance is Rs. 7,800.",Legit_Call,rs,0,0,0,0,0,0,0,0,0
C198,We are verifying all bank accounts. Please read out the OTP 9988 to keep your account active.,Banking_Fraud,"otp,verify otp",1,0,0,0,0,1,0,1,1
C199,"Bhaiya, main aapke dost ka friend hu. Humara accident ho gaya hai. Urgent paiso ki zarurat hai.",Social_Engineering,urgent,0,0,0,0,1,0,0,0,1
C200,"Your password for account ending in 4321 has been changed. If this wasn't you, contact support.",Legit_Call,password,0,0,0,0,0,0,0,0,0
C201,"Aapke parcel par galat address hai. Address theek karne ke liye, link par 5 rupaye ki payment karein.",Social_Engineering,"rs,click link",0,0,1,0,0,0,0,0,1
C202,Your internet connection will be terminated due to a technical issue. Our technician needs remote access.,Tech_Support_Scam,remote access,0,0,0,1,1,1,0,0,1
C203,Aapke khilaaf police mein FIR file hui hai for an illegal online activity. Details verify karayein.,Threat_Legal,"police complaint,fir",0,0,0,0,1,1,0,0,1
C204,Your OTP for UPI registration is 4567. Please do not share it with anyone.,Legit_Call,"otp,upi",0,0,0,0,0,0,0,1,0
C205,"To receive Rs. 5000 from a government scheme on your PhonePe, scan this QR code.",UPI_Payment_Scam,"rs,phonepe,click link",0,0,1,0,0,1,0,0,1
C206,Congratulations! Your credit card has been pre-approved. No documents needed. Share your Aadhaar to apply.,Loan_Credit_Scam,"loan approved,aadhaar",0,0,0,0,0,0,0,0,1
C207,You have won Rs. 10 Lakh in KBC lottery. Contact Mr. Kumar on this WhatsApp number to proceed.,Prize_Lottery_Scam,"won,lottery,rs",0,0,1,0,0,0,0,0,1
C208,"Your bank will never ask for sensitive details like password, OTP, or CVV. Stay alert, stay safe.",Legit_Call,"password,otp",0,0,0,0,0,0,0,0,0
C209,"Your debit card is blocked. To unblock, please share the card number, expiry date, and CVV.",Banking_Fraud,account blocked,0,0,0,0,1,1,0,0,1
C210,"There has been a data breach. To check if your email is safe, enter your password on this site.",Tech_Support_Scam,"email,password",0,1,1,0,1,0,1,0,1
C211,Main income tax office se bol raha hu. Aapka refund pending hai. Bank details confirm kijiye.,Threat_Legal,refund,0,0,0,0,0,1,0,0,1
C212,"Hello, your gas booking is confirmed and will be delivered in 2-3 working days.",Legit_Call,booking,0,0,0,0,0,0,0,0,0
C213,"Beta, main tumhari Maa ki friend bol rahi hu. Unki tabiyat theek nahi, hospital ke liye paise chahiye.",Social_Engineering,urgent,0,0,0,0,1,0,0,0,1
C214,"Sir, you have received Rs. 7,000 on Paytm. To credit this to your account, please accept the request.",UPI_Payment_Scam,"rs,paytm,refund",0,0,1,0,0,0,0,0,1
C215,Your loan EMI was auto-debited from your account. Thank you for your timely payment.,Legit_Call,loan emi,0,0,0,0,0,0,0,0,0
C216,Your application for a zero balance account is approved. Complete video KYC using the link sent.,Banking_Fraud,"kyc,click link",0,0,1,0,0,0,0,0,1
C217,We are offering personal loans at a very low interest rate. Are you interested in applying?,Loan_Credit_Scam,loan,0,0,0,0,0,0,0,0,1
C218,"Aapko ek free gift voucher mila hai. Voucher code paane ke liye, diye gaye number par call back karein.",Prize_Lottery_Scam,won,0,0,0,0,0,0,0,0,1
C219,Welcome to our network. Your new SIM card has been activated successfully.,Legit_Call,sim,0,0,0,0,0,0,0,0,0
C220,Someone from Pune is trying to access your email. Share the OTP 1123 to block them now.,Tech_Support_Scam,"email,otp,urgent",1,0,0,0,1,1,1,1,1
C221,Aapke electricity bill par Rs. 500 ka discount hai. Is link se pay karke offer claim karein.,Social_Engineering,"rs,click link",0,0,1,0,0,0,0,0,1
C222,There is a court summon against you for a pending civil case. Pay settlement amount to close the file.,Threat_Legal,legal notice,0,0,0,0,0,1,0,0,1
C223,"To redeem your 5000 reward points, please tell me the code 6789 sent to your mobile.",Banking_Fraud,otp,1,0,0,0,0,1,0,1,1
C224,Your cab is arriving in 2 minutes. The driver's name is Ramesh and the car number is MH12AB1234.,Legit_Call,cab,0,0,0,0,0,0,0,0,0
C225,"I'm calling from customer support. We have a refund of Rs. 1,500 for you. Please share your UPI id.",UPI_Payment_Scam,"refund,rs,upi",0,0,0,0,0,1,0,0,1
C226,"Your credit limit can be increased from Rs. 50,000 to Rs. 1,00,000. Just pay a small upgradation fee.",Loan_Credit_Scam,"loan,rs",0,0,0,0,0,0,0,0,1
C227,Your password will expire in 3 days. Please visit our official website to set a new password.,Legit_Call,password,0,0,0,0,1,0,0,0,0
C228,"Aapne ek online quiz me prize jeeta hai. Prize money lene ke liye, 10 logo ko ye message forward karein.",Prize_Lottery_Scam,"won,prize",0,0,0,0,0,0,0,0,1
C229,Your computer has been blocked. Call our support number immediately to unlock it and save your data.,Tech_Support_Scam,"account blocked,urgent",0,0,0,0,1,1,0,0,1
C230,This is a transaction alert. A payment of Rs. 499 has been made to Netflix.,Legit_Call,rs,0,0,0,0,0,0,0,0,0
C231,Aapke PAN card par ek suspicious transaction report hua hai. Details verify karne ke liye OTP bataiye.,Threat_Legal,"pan,otp",1,0,0,0,1,1,0,0,1
C232,"Sir, main aapke office se bol raha hu. Boss ne aapse is number par urgent paise transfer karne ko kaha hai.",Social_Engineering,"rs,urgent",0,0,0,0,1,0,0,0,1
C233,Your demat account KYC is pending. Please click this link and submit your details to continue trading.,Banking_Fraud,"kyc,click link",0,0,1,0,1,0,0,0,1
C234,"Hello, this call is to get your feedback on our recent service. How would you rate your experience?",Legit_Call,feedback,0,0,0,0,0,0,0,0,0
C235,"To double your money with our investment scheme, send Rs. 10,000 to this UPI ID.",Social_Engineering,"rs,upi",0,0,0,0,0,0,0,0,1
C236,This is the cyber police. We have received a complaint about your phone. Provide details for investigation.,Threat_Legal,police complaint,0,0,0,0,0,1,0,0,1
C237,"Sir, your credit card annual fee is due. Please share your card details to pay it online.",Loan_Credit_Scam,loan,0,0,0,0,0,1,0,0,1
C238,The code to join the conference call is 778899. Please enter it now.,Legit_Call,code,0,0,0,0,0,0,0,1,0
C239,We are updating our email server. Please provide your email and password to migrate your account.,Tech_Support_Scam,"email,password",0,1,0,0,0,1,1,0,1
C240,Aapko hamari taraf se ek special cashback offer mila hai. Paytm par Rs. 1 bhejo aur Rs. 500 pao.,UPI_Payment_Scam,"rs,cashback,paytm",0,0,0,0,0,0,0,0,1
C241,"You have won a free mobile recharge. To get it, click on the link and spin the wheel.",Prize_Lottery_Scam,"won,recharge,click link",0,0,1,0,0,0,0,0,1
C242,Aapka bank account Aadhaar se link nahi hai. Jaldi link karwayein warna account band ho jayega.,Banking_Fraud,"account blocked,aadhaar,urgent",0,0,0,0,1,1,0,0,1
C243,Your policy renewal is pending. Please make the payment to ensure continued coverage.,Legit_Call,policy,0,0,0,0,0,0,0,0,0
C244,"Sir your computer has been hacked. To protect your data, transfer Rs. 5000 to this crypto wallet.",Tech_Support_Scam,"hacked,rs",0,0,0,0,1,1,0,0,1
C245,Maine galti se aapke number par recharge kar diya. Please utne paise mujhe wapas bhej dijiye.,Social_Engineering,"recharge,refund",0,0,0,0,0,0,0,0,1
C246,"Aapka credit card bill generate ho gaya hai. Minimum amount due is Rs. 2,300.",Legit_Call,"loan,rs",0,0,0,0,0,0,0,0,0
C247,"Your loan has been approved with a cashback offer. To get the cashback, please share the OTP.",Loan_Credit_Scam,"loan approved,cashback,otp",1,0,0,0,0,0,0,0,1
C248,Aapke number par ek legal case hua hai. Turant apne documents verify karwane ke liye diye gaye link par jaayein.,Threat_Legal,"legal notice,click link",0,0,1,0,1,1,0,0,1
C249,"To receive payment on PhonePe, you do not need to enter your UPI PIN. Be cautious of such requests.",Legit_Call,"phonepe,upi",0,0,0,0,0,0,0,0,0
C250,You have won a gift hamper. Just pay the delivery charge of Rs. 150 to receive your gift.,Prize_Lottery_Scam,"won,rs",0,0,0,0,0,0,0,0,1
C251,"Aapke account se Rs. 25,000 ka transaction hua hai. Agar yeh aapne nahi kiya, toh OTP 1234 share karein to cancel.",Banking_Fraud,"rs,otp,share otp,urgent",1,0,0,0,1,1,0,1,1
C252,Your new ATM card and PIN will be delivered to your registered address within 7 working days.,Legit_Call,pin,0,0,0,0,0,0,0,0,0
C253,"Hello, I am calling from the electricity board. We need to install a new meter. Please share your address.",Social_Engineering,claims_authority,0,0,0,0,0,1,0,0,1
C254,"Sir, you have a pending refund of Rs. 3,200. I have sent you a link, please click it to get your money.",UPI_Payment_Scam,"refund,rs,click link",0,0,1,0,0,1,0,0,1
C255,"To block your stolen phone, please provide your email id and password to log out from all devices.",Tech_Support_Scam,"email,password,login",0,1,0,0,1,1,1,0,1
C256,This is a reminder that your vehicle's pollution certificate is expiring next week.,Legit_Call,reminder,0,0,0,0,0,0,0,0,0
C257,"We are offering a free upgrade on your credit card. To confirm, please read the OTP from the message.",Loan_Credit_Scam,"loan,otp",1,0,0,0,0,0,0,0,1
C258,Aapke against ek arrest warrant issue hua hai. Fine pay karke case close kar sakte hain.,Threat_Legal,"legal notice,urgent",0,0,0,0,1,1,0,0,1
C259,"You've won a Rs. 1,000 voucher from Amazon. Login to this website to claim your reward.",Prize_Lottery_Scam,"won,rs,login,click link",0,0,1,0,0,0,0,0,1
C260,Thank you for your interest. An agent will call you back shortly to discuss our home loan products.,Legit_Call,loan,0,0,0,0,0,0,0,0,0
C261,"Aapka debit card expire ho raha hai. Naya card lene ke liye, purane card ki details verify karwayein.",Banking_Fraud,debit card,0,0,0,0,1,1,0,0,1
C262,Your Facebook account has been cloned. Give me remote access through AnyDesk to remove the fake profile.,Tech_Support_Scam,"remote access,anydesk",0,0,0,1,0,1,0,0,1
C263,"Your phone has received a prize notification. To open it, please click the link and enter the password '1234'.",Social_Engineering,"won,prize,password,click link",0,1,1,0,0,0,0,0,1
C264,This call is being recorded for quality and training purposes. How can I help you today?,Legit_Call,training,0,0,0,0,0,0,0,0,0
C265,"To get a special discount on your next purchase, please pay Rs. 100 via this UPI link.",UPI_Payment_Scam,"rs,upi,click link",0,0,1,0,0,0,0,0,1
C266,Aapke naam par ek case file hua hai for sending harassing messages. Police station aakar milo.,Threat_Legal,police complaint,0,0,0,0,1,1,0,0,1
C267,A special 0% EMI offer is available on your credit card. Would you like to know more?,Loan_Credit_Scam,loan emi,0,0,0,0,0,0,0,0,1
C268,Your order has been cancelled as per your request. The refund will be processed in 5-7 business days.,Legit_Call,"order,cancelled,refund",0,0,0,0,0,0,0,0,0
C269,"Aapka credit card bill generate ho gaya hai. Minimum amount due is Rs. 2,300.",Legit_Call,"loan,rs",0,0,0,0,0,0,0,0,0
C270,"Your loan has been approved with a cashback offer. To get the cashback, please share the OTP.",Loan_Credit_Scam,"loan approved,cashback,otp",1,0,0,0,0,0,0,0,1
C271,Aapke number par ek legal case hua hai. Turant apne documents verify karwane ke liye diye gaye link par jaayein.,Threat_Legal,"legal notice,click link",0,0,1,0,1,1,0,0,1
C272,"To receive payment on PhonePe, you do not need to enter your UPI PIN. Be cautious of such requests.",Legit_Call,"phonepe,upi",0,0,0,0,0,0,0,0,0
C273,You have won a gift hamper. Just pay the delivery charge of Rs. 150 to receive your gift.,Prize_Lottery_Scam,"won,rs",0,0,0,0,0,0,0,0,1
C274,"Aapke account se Rs. 25,000 ka transaction hua hai. Agar yeh aapne nahi kiya, toh OTP 1234 share karein to cancel.",Banking_Fraud,"rs,otp,share otp,urgent",1,0,0,0,1,1,0,1,1
C275,Your new ATM card and PIN will be delivered to your registered address within 7 working days.,Legit_Call,pin,0,0,0,0,0,0,0,0,0
C276,"Hello, I am calling from the electricity board. We need to install a new meter. Please share your address.",Social_Engineering,claims_authority,0,0,0,0,0,1,0,0,1
C277,"Sir, you have a pending refund of Rs. 3,200. I have sent you a link, please click it to get your money.",UPI_Payment_Scam,"refund,rs,click link",0,0,1,0,0,1,0,0,1
C278,"To block your stolen phone, please provide your email id and password to log out from all devices.",Tech_Support_Scam,"email,password,login",0,1,0,0,1,1,1,0,1
C279,This is a reminder that your vehicle's pollution certificate is expiring next week.,Legit_Call,reminder,0,0,0,0,0,0,0,0,0
C280,"We are offering a free upgrade on your credit card. To confirm, please read the OTP from the message.",Loan_Credit_Scam,"loan,otp",1,0,0,0,0,0,0,0,1
C281,Aapke against ek arrest warrant issue hua hai. Fine pay karke case close kar sakte hain.,Threat_Legal,"legal notice,urgent",0,0,0,0,1,1,0,0,1
C282,"You've won a Rs. 1,000 voucher from Amazon. Login to this website to claim your reward.",Prize_Lottery_Scam,"won,rs,login,click link",0,0,1,0,0,0,0,0,1
C283,Thank you for your interest. An agent will call you back shortly to discuss our home loan products.,Legit_Call,loan,0,0,0,0,0,0,0,0,0
C284,"Aapka debit card expire ho raha hai. Naya card lene ke liye, purane card ki details verify karwayein.",Banking_Fraud,debit card,0,0,0,0,1,1,0,0,1
C285,Your Facebook account has been cloned. Give me remote access through AnyDesk to remove the fake profile.,Tech_Support_Scam,"remote access,anydesk",0,0,0,1,0,1,0,0,1
C286,"Your phone has received a prize notification. To open it, please click the link and enter the password '1234'.",Social_Engineering,"won,prize,password,click link",0,1,1,0,0,0,0,0,1
C287,This call is being recorded for quality and training purposes. How can I help you today?,Legit_Call,training,0,0,0,0,0,0,0,0,0
C288,"To get a special discount on your next purchase, please pay Rs. 100 via this UPI link.",UPI_Payment_Scam,"rs,upi,click link",0,0,1,0,0,0,0,0,1
C289,Aapke naam par ek case file hua hai for sending harassing messages. Police station aakar milo.,Threat_Legal,police complaint,0,0,0,0,1,1,0,0,1
C290,A special 0% EMI offer is available on your credit card. Would you like to know more?,Legit_Call,loan emi,0,0,0,0,0,0,0,0,0
C291,Your order has been cancelled as per your request. The refund will be processed in 5-7 business days.,Legit_Call,"order,cancelled,refund",0,0,0,0,0,0,0,0,0
C292,Sir your loan EMI is due. Pay now using this link to avoid late fees.,Loan_Credit_Scam,"loan emi,click link",0,0,1,0,1,0,0,0,1
C293,"You've won a free vacation. To claim it, please provide your credit card details for a small verification charge.",Prize_Lottery_Scam,"won,claim prize",0,0,0,0,0,0,0,0,1
C294,"We noticed a login from an unknown device. If this was not you, please share the OTP 5566 to secure your account.",Banking_Fraud,"login,otp,share otp",1,0,0,0,1,1,0,1,1
C295,"Beta, main hospital mein hu, accident ho gaya. Jaldi se is number par Rs. 10,000 bhej do.",Social_Engineering,"rs,urgent",0,0,0,0,1,0,0,0,1
C296,The technician for your AC service has been assigned. He will call you before arriving.,Legit_Call,service,0,0,0,0,0,0,0,0,0
C297,Your computer is at high risk. Your IP address is being used for illegal activities. Install TeamViewer now.,Tech_Support_Scam,"teamviewer,remote access,urgent",0,0,0,1,1,1,0,0,1
C298,We have sent a refund of Rs. 4500 to your UPI. Please enter your PIN to accept the money.,UPI_Payment_Scam,"refund,rs,upi",0,0,1,0,0,0,0,0,1
C299,This is the final notice to pay your overdue electricity bill. Your power will be disconnected today.,Threat_Legal,"legal notice,urgent",0,0,0,0,1,1,0,0,1
C300,Your demat account KYC update is pending. Share your login details to avoid account suspension.,Banking_Fraud,"kyc,login,account suspended",0,1,0,0,1,0,0,0,1
C301,How would you rate your recent experience with our customer service on a scale of 1 to 5?,Legit_Call,service,0,0,0,0,0,0,0,0,0
C302,"To get a zero-interest loan, you need to pay a refundable insurance fee of Rs. 3000 first.",Loan_Credit_Scam,"loan,rs",0,0,0,0,0,0,0,0,1
C303,"Aapne ek scratch card jeeta hai jisme Rs. 20,000 hain. Claim karne ke liye, 2000 rupaye processing fee dijiye.",Prize_Lottery_Scam,"won,rs,claim prize",0,0,0,0,0,0,0,0,1
C304,Your OTP for password change request is 9192. We will never call to ask for this OTP.,Legit_Call,"otp,password",0,0,0,0,0,0,0,1,0
C305,"Your child is in trouble at school. I am his teacher, please UPI money for an urgent medical issue.",Social_Engineering,"upi,urgent",0,0,0,0,1,0,0,0,1
C306,"Someone is trying to reset your email password. To block them, please share your current password for verification.",Tech_Support_Scam,"email,password",0,1,0,0,1,1,1,0,1
C307,This is a call from the cyber crime department. An FIR has been filed against you.,Threat_Legal,"police complaint,fir",0,0,0,0,0,1,0,0,1
C308,"I am calling from PhonePe. To double your money, send any amount to this number and get twice back instantly.",UPI_Payment_Scam,phonepe,0,0,0,0,0,1,0,0,1
C309,"Your account has been credited with Rs. 1,234 as interest.",Legit_Call,rs,0,0,0,0,0,0,0,0,0
C310,"To reactivate your blocked debit card, please tell me the OTP you just received on your mobile.",Banking_Fraud,"account blocked,otp",1,0,0,0,1,1,0,0,1
C311,Your credit card points are expiring. Click the link to redeem them for cash.,Loan_Credit_Scam,click link,0,0,1,0,1,0,0,0,1
C312,Aapka parcel delivery ke liye nikla hai. Delivery executive aapse 5 minute me contact karega.,Legit_Call,delivery,0,0,0,0,0,0,0,0,0
C313,"Bhai, main police station mein hu, mera challan kata hai. Please Rs. 2000 Google Pay kar de.",Social_Engineering,"police complaint,rs,paytm",0,0,0,0,1,0,0,0,1
C314,"You have won an exclusive iPhone in our giveaway. To get it, click the link and complete a survey.",Prize_Lottery_Scam,"won,click link",0,0,1,0,0,0,0,0,1
C315,Your Windows computer is infected. Allow our technician to take remote control to fix it.,Tech_Support_Scam,remote access,0,0,0,1,0,1,0,0,1
C316,"Aapke PAN card par Rs. 50,000 ka tax due hai. Legal action se bachne ke liye, turant pay karein.",Threat_Legal,"pan,rs,legal notice,urgent",0,0,0,0,1,1,0,0,1
C317,"Your mobile number is linked for a transaction of Rs. 15,000. To cancel, please share the OTP 7788.",Banking_Fraud,"rs,otp,share otp",1,0,0,0,1,1,0,1,1
C318,Your monthly statement for your credit card is ready. Please log in to our app to view it.,Legit_Call,login,0,0,0,0,0,0,0,0,0
C319,"To receive a government subsidy of Rs. 8000, please send Rs. 10 to this UPI ID for verification.",UPI_Payment_Scam,"rs,upi,verification link",0,0,0,0,0,1,0,0,1
C320,Your car insurance is due for renewal next month. Would you like to get a quote?,Legit_Call,insurance,0,0,0,0,0,0,0,0,0
C321,Sir your computer data will be erased in 1 hour due to a virus. Pay us Rs. 5000 to save your files.,Tech_Support_Scam,"virus,rs,urgent",0,0,0,0,1,0,0,0,1
C322,We are offering a special discount on personal loans for existing customers. Are you interested?,Loan_Credit_Scam,loan,0,0,0,0,0,0,0,0,1
C323,Congratulations! You are our lucky customer of the day and have won a smart watch.,Prize_Lottery_Scam,won,0,0,0,0,0,0,0,0,1
C324,"I am from the KYC department. To keep your SIM active, please tell me your Aadhaar number.",Social_Engineering,"kyc,aadhaar",0,0,0,0,1,1,0,0,1
C325,"Aapke bank account se fraud transaction hua hai. Police case se bachne ke liye, details verify karein.",Threat_Legal,"police complaint,urgent",0,0,0,0,1,1,0,0,1
C326,This is an automated reminder for your upcoming dental appointment on Friday at 4 PM.,Legit_Call,reminder,0,0,0,0,0,0,0,0,0
C327,Your account has been credited with a refund for your cancelled order. Please check your balance.,Legit_Call,refund,0,0,0,0,0,0,0,0,0
C328,"To confirm your cash prize, please install AnyDesk app and share the code with me.",Prize_Lottery_Scam,"claim prize,anydesk,remote access",0,0,0,1,0,0,0,0,1
C329,"Sir, your debit card is being blocked. Please share your card number and CVV to prevent it.",Banking_Fraud,account blocked,0,0,0,0,1,1,0,0,1
C330,"To activate your free Prime membership, please click the link sent to your phone and log in.",Social_Engineering,"login,click link",0,0,1,0,0,0,0,0,1
C331,We have noticed suspicious activity on your email. Please share your password so we can investigate.,Tech_Support_Scam,"email,password",0,1,0,0,1,1,1,0,1
C332,This is the final warning. Pay your credit card bill now or a legal notice will be sent.,Threat_Legal,"legal notice,urgent",0,0,0,0,1,1,0,0,1
C333,Aapko GPay par ek bada cashback mila hai. Request accept karke apna UPI PIN daaliye to receive money.,UPI_Payment_Scam,"cashback,upi",0,0,1,0,0,0,0,0,1
C334,Your application for a new internet connection has been approved. Installation is scheduled for tomorrow.,Legit_Call,approved,0,0,0,0,0,0,0,0,0
C335,"To settle your loan with a one-time payment discount, please share the OTP 4321.",Loan_Credit_Scam,"loan,otp",1,0,0,0,0,0,0,1,1
C336,Your electricity consumption for this month seems unusually high. Please check for any appliance faults.,Legit_Call,high consumption,0,0,0,0,0,0,0,0,0
C337,"Mummy, I have lost my phone and wallet. Please transfer Rs. 3000 to this number urgently.",Social_Engineering,"rs,urgent",0,0,0,0,1,0,0,0,1
C338,"Sir aapka number KBC lottery ke liye select hua hai. 25 lakh jeetne ke liye, file charge pay karein.",Prize_Lottery_Scam,"won,lottery,rs",0,0,0,0,0,0,0,0,1
C339,Your bank account has been frozen due to suspicious activity. Share your details to unfreeze it.,Banking_Fraud,account suspended,0,0,0,0,1,1,0,0,1
C340,"This is an alert from our fraud detection system. If you did not make this transaction, press 1.",Legit_Call,fraud detection,0,0,0,0,0,0,0,0,0
C341,"Your router is not secure. I am from your internet provider, give me remote access to update it.",Tech_Support_Scam,remote access,0,0,0,1,0,1,0,0,1
C342,Your UPI payment of Rs. 500 to 'Star Groceries' was successful.,Legit_Call,"upi,rs",0,0,0,0,0,0,0,0,0
C343,"Aapka parcel customs me atka hua hai. Tax pay karne ke liye, is link par click karein.",Social_Engineering,"click link,rs",0,0,1,0,0,1,0,0,1
C344,"We have sent a Rs. 10,000 refund request on your PhonePe. Please approve it to get your money.",UPI_Payment_Scam,"refund,rs,phonepe",0,0,1,0,0,0,0,0,1
C345,Your Aadhaar card details are being misused. We will file a police complaint if you don't verify now.,Threat_Legal,"aadhaar,police complaint,urgent",0,0,0,0,1,1,0,0,1
C346,Your loan is pre-approved with no documentation. Just confirm your mobile number with the OTP.,Loan_Credit_Scam,"loan approved,otp",1,0,0,0,0,0,0,0,1
C347,You have won a free mobile recharge from our company. Please click the link to claim it.,Prize_Lottery_Scam,"won,recharge,click link",0,0,1,0,0,0,0,0,1
C348,Aapka naya cheque book request process ho gaya hai. Aapko 5 din me mil jayega.,Legit_Call,cheque book,0,0,0,0,0,0,0,0,0
C349,"Sir, to stop the fraudulent transaction from your account, please read out the OTP loudly and clearly.",Banking_Fraud,"otp,share otp",1,0,0,0,1,1,0,0,1
C350,Your email account has sent spam messages. Share your password with me to clean your account.,Tech_Support_Scam,"email,password",0,1,0,0,0,1,1,0,1
C351,"Main aapke papa ka dost bol raha hu. Unka phone nahi lag raha, unhe urgent paiso ki zarurat hai.",Social_Engineering,"urgent,rs",0,0,0,0,1,0,0,0,1
C352,"Your verification code is 6754. Remember, never share this code with anyone, including our employees.",Legit_Call,"otp,verification link",0,0,0,0,0,0,0,1,0
C353,"Sir, your PhonePe KYC is pending. Click the link I sent on SMS to complete it now or your account will be blocked.",UPI_Payment_Scam,"kyc,phonepe,click link,account blocked",0,0,1,0,1,0,0,0,1
C354,There is a legal proceeding against your name for a bounced cheque. Settle the amount today.,Threat_Legal,"legal notice,urgent",0,0,0,0,1,1,0,0,1
C355,Your credit card annual fee of Rs. 499 has been waived for this year.,Legit_Call,rs,0,0,0,0,0,0,0,0,0
C356,We can help you get any loan approved for a small commission. Are you looking for a loan?,Loan_Credit_Scam,loan approved,0,0,0,0,0,0,0,0,1
C357,"To win a prize, please answer this simple question and click on the link to see if you are a winner.",Prize_Lottery_Scam,"won,prize,click link",0,0,1,0,0,0,0,0,1
C358,This is a security check from your bank. Please confirm your date of birth to proceed.,Social_Engineering,verification link,0,0,0,0,0,1,0,0,1
C359,"To avoid blocking your debit card, please complete the mandatory RBI verification by sharing your OTP.",Banking_Fraud,"account blocked,rbi,otp,verification link",1,0,0,0,1,1,0,0,1
C360,Your computer's firewall has been breached. Let us install a security patch using TeamViewer.,Tech_Support_Scam,"teamviewer,remote access",0,0,0,1,1,1,0,0,1
C361,Your order is out for delivery. The OTP to share with the agent is 3322.,Legit_Call,"delivery,otp",0,0,0,0,0,0,0,1,0
C362,"Maine aapke number par Rs. 5000 UPI kar diye hain. Please check karke, galti se ho gaya, wapas bhej do.",UPI_Payment_Scam,"rs,upi,refund",0,0,0,0,0,0,0,0,1
C363,There is a case of money laundering linked to your account. Cooperate with us to avoid arrest.,Threat_Legal,"police complaint,arrest,urgent",0,0,0,0,1,1,0,0,1
C364,The interest rate for your home loan has been revised. Please check your email for more details.,Legit_Call,"loan,email",0,0,0,0,0,0,1,0,0
C365,We can increase your credit card limit instantly. Just pay a small fee and share the OTP.,Loan_Credit_Scam,otp,1,0,0,0,0,0,0,0,1
C366,"Hello, I am from a charity foundation. Would you like to donate a small amount for children's education?",Social_Engineering,donate,0,0,0,0,0,0,0,0,1
C367,"Your mobile number has won a cash prize of Rs. 50,000 in our company's anniversary draw.",Prize_Lottery_Scam,"won,rs,prize",0,0,0,0,0,0,0,0,1
C368,Thank you for being a valuable customer. We have credited 1GB of free data to your account.,Legit_Call,data,0,0,0,0,0,0,0,0,0
C369,Your food order from Swiggy has been delivered. We hope you enjoy your meal.,Legit_Call,"order,delivered",0,0,0,0,0,0,0,0,0
C370,This is an automated call to remind you of your doctor's appointment tomorrow at 11 AM.,Legit_Call,"reminder,appointment",0,0,0,0,0,0,0,0,0
C371,"A payment of Rs. 750 to 'BigBasket' was successful. Your account balance is now Rs. 12,345.",Legit_Call,"rs,payment,account balance",0,0,0,0,0,0,0,0,0
C372,The OTP for your transaction is 8821. Please do not share this code with anyone for security.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C373,Thank you for contacting customer support. Your service request with ticket ID 90123 has been closed.,Legit_Call,customer support,0,0,0,0,0,0,0,0,0
C374,Your monthly credit card statement has been generated and sent to your registered email address.,Legit_Call,"loan,email",0,0,0,0,0,0,1,0,0
C375,"Hello, your cab is arriving at your pickup location in 2 minutes. The car is a white Swift Dzire.",Legit_Call,"cab,urgent",0,0,0,0,1,0,0,0,0
C376,"We've noticed a login to your account from a new device in Mumbai. If this wasn't you, please secure your account.",Legit_Call,login,0,0,0,0,0,0,0,0,0
C377,Your application for a new cheque book has been approved and will be delivered within 5 working days.,Legit_Call,cheque book,0,0,0,0,0,0,0,0,0
C378,This call is to confirm your table reservation for four people at 8 PM tonight.,Legit_Call,reservation,0,0,0,0,0,0,0,0,0
C379,Your mobile recharge of Rs. 599 was successful. Your new plan is now active.,Legit_Call,"recharge,rs",0,0,0,0,0,0,0,0,0
C380,A password reset was requested for your account. The verification code is 3345. Ignore if not requested.,Legit_Call,"password,otp",0,0,0,0,0,0,0,1,0
C381,Your Amazon package is out for delivery and will arrive by 7 PM today.,Legit_Call,"package,delivery",0,0,0,0,0,0,0,0,0
C382,The interest of Rs. 245 has been credited to your savings account for this quarter.,Legit_Call,rs,0,0,0,0,0,0,0,0,0
